"Game String","Moves Until Error","Error Type","First Illegal Move","Predicted Tokens"
"Ph2h4 Pa7a6 Pg2a6 Pa2a3 Pf2f3 Pd7d6 Ph2h4 Pe2e3 Ph4h5 Pg7g6 Pd2d3 Pf7f5 Pg2g4 Pf5f6 Pg4f5 Nb8c6 Rh1h3 Ng8f6 Rh3e3 Bf8h6 Re3h6 Nf6g8 Pe3e4 Pf5e4 Ph4h5 Ng8f6 Ph5h6 Ph7h6 Ph6h7 Rh8g8 Ke1f2 Rg8h8 Kf2e3 Rh8h7 Qd1e1 Ra8a7 Re3g3 Ra7a8 Rg3g8 Ra8a7 Qe1f2 Ra7a6 Qf2g2 Ra6h6 Qg2h2 Rh6h8 Qh2f2 Rh8g8 Qf2f1 Nb8c6 Rg1g7 Rc6h6 Qf1e1 Nf6g8 Rg7c7 Pb7b6 Nb1c3 Rh6h8 Rc7e7 Rh6g6 Nc3b5 Rh8g8 Nb5d6 Qd8d7 Pe4e5 Rg8h8 Nd6c8 Rg6g7 Nc8d6 Rg7h7 Nc8d6 Rh7e7 Pe5e6 Re7g7 Nd6e8 Rg7g8 Ne8g7 Kd7e6 Nd4e6 Ke6f7","2","piece logic","Ph2h4 Pa7a6 Pg2a6","75 6 64 66 6 13 12 6 56 12 6 8 9 6 48 49 6 37 36 6 64 66 6 40 41 6 66 67 6 61 60 6 32 33 6 53 51 6 56 58 6 51 52 6 58 51 5 22 28 3 63 65 5 62 52 3 65 41 4 54 68 3 41 68 5 52 62 6 41 42 6 51 42 6 66 67 5 62 52 6 67 68 6 69 68 6 68 69 3 70 62 1 39 48 3 62 70 1 48 41 3 70 69 2 31 39 3 14 13 3 41 57 3 13 14 3 57 62 3 14 13 2 39 48 3 13 12 2 48 56 3 12 68 2 56 64 3 68 70 2 64 48 3 70 62 2 48 47 5 22 28 3 55 61 3 28 68 2 47 39 5 52 62 3 61 29 6 21 20 5 15 25 3 68 70 3 29 45 3 68 60 5 25 19 3 70 62 5 19 36 2 38 37 6 42 43 3 62 70 5 36 30 3 60 61 5 30 36 3 61 69 5 30 36 3 69 45 6 43 44 3 45 61 5 36 46 3 61 62 5 46 61 1 37 44 5 34 44 1 44 53"
"Pf2 K P K K K K K Ke8 P Ke8 K Pb2b3 Ke8 Q Q Pd7 Kc6c5 Qd1e1 Nb8d7 Ke1e2 Pb7b6 Ke2f3 Ke8e8 Pg2f3 Pf7f6 Kf3f4 Pe7f6 Pc2c3 Bc8a6 Kc3d3 Ke8d8 Kf4e5 Kd8e8 Pd2c3 Ng8h6 Ke5f5 Nh6f5 Kf5g5 Nf5h6 Qe1h4 Pg7g6 Qh4d4 Pg6f5 Nb1d2 Nh6g4 Kg5h6 Ng4h6 Nd2c4 Nh6f5 Qd4d2 Nf5h4 Qd2g5 Nh4g6 Nc4e3 Ng6e7 Ne3f5 Pd5d4 Pa2a3 Ne7f5 Nf5d4 Pe5d4 Pe3d4 Ke8f8 Ng1h3 Nf5d4 Qg5h5 Ng6f4 Kc3d4 Nf4d3 Ke1d2 Bf8h6 Qh5h6 Ke8f7 Qd2d3 Nd3b4 Pc2d3 Nb4a2 Pa3b4 Pc7c5 Kd2c3 Kf7g7 Rh1g1 Bh6f8 Qd3c3 Kg7h6 Qc3a5 Kh6g7 Qa5c5","0","syntax","Pf2","75 6 48 1 6 1 1 1 1 1 1 46 6 1 46 1 6 16 17 1 46 2 2 6 37 1 28 27 2 31 39 5 22 37 1 39 40 6 21 20 1 40 49 1 46 46 6 56 49 6 53 52 1 49 50 6 45 52 6 24 25 4 30 12 1 25 33 1 46 38 1 50 43 1 38 46 6 32 25 5 62 68 1 43 51 5 68 51 1 51 59 5 51 68 2 39 66 6 61 60 2 66 34 6 60 51 5 15 32 5 68 58 1 59 68 5 58 68 5 32 26 5 68 51 2 34 32 5 51 66 2 32 59 5 66 60 5 26 41 5 60 45 5 41 51 6 35 34 6 8 9 5 45 51 5 51 34 6 43 34 6 41 34 1 46 54 5 55 65 5 51 34 2 59 67 5 60 50 1 25 34 5 50 33 1 39 32 4 54 68 2 67 68 1 46 53 2 32 33 5 33 18 6 24 33 5 18 8 6 9 18 6 29 27 1 32 25 1 53 61 3 63 55 4 68 54 2 33 25 1 61 68 2 25 11 1 68 61 2 11 27"
"Pa2a4 Pa4a3 Pb2a3 Pd7d5 Ph2h3 Nb8c6 Ng1f3 Ng8h6 Ph3h4 Pa7a6 Nf3g1 Bc8e6 Pe2e4 Ra8b8 Pe4d5 Pc6d5 Pe4d5 Pe6d5 Ph4h5 Ph7h6 Pb5b6 Pc7c6 Pc2c3 Pg7g6 Pc3c4 Nh6f5 Pc4d5 Nf5g3 Ke1e2 Bf8g7 Bf1d3 Ng3h1 Ke2e3 Nh1f2 Ke3f4 Nf2d1 Kf4f5 Nd1f2 Ra1a2 Nf2h1 Kf5e5 Pe7e5 Ke5d5 Nh1f2 Ra2a1 Nf2d3 Kd5d6 Nd3c1 Kd6d5 Nc1d3 Kd5d6 Nd3b4 Bd3f5 Nb4d5 Kd6c7 Nd5c7 Bf5e4 Nc7a6 Kc7b7 Na6b4 Kb7a7 Rb8a8 Ka7b6 Ra8a4 Kb6b5 Ra4h4 Kb5a4 Rh4f4 Ka4b4 Rf4f5 Kb4c3 Rf5c5 Kb4b3 Rc5b5 Kb3a2 Rb5b5 Ka2a3 Rb5b6 Ka3a4 Rb6b8","1","pseudolegal","Pa2a4 Pa4a3","75 6 8 10 6 10 9 6 16 9 6 37 35 6 64 65 5 22 28 5 55 49 5 62 68 6 65 66 6 13 12 5 49 55 4 30 44 6 40 42 3 14 22 6 42 35 6 28 35 6 42 35 6 44 35 6 66 67 6 69 68 6 19 20 6 29 28 6 24 25 6 61 60 6 25 26 5 68 51 6 26 35 5 51 57 1 39 40 4 54 61 4 47 33 5 57 63 1 40 41 5 63 48 1 41 50 5 48 31 1 50 51 5 31 48 3 7 8 5 48 63 1 51 43 6 45 43 1 43 35 5 63 48 3 8 7 5 48 33 1 35 36 5 33 23 1 36 35 5 23 33 1 35 36 5 33 18 4 33 51 5 18 35 1 36 29 5 35 29 4 51 42 5 29 12 1 29 21 5 12 18 1 21 13 3 22 14 1 13 20 3 14 10 1 20 19 3 10 66 1 19 10 3 66 50 1 10 18 3 50 51 1 18 25 3 51 27 1 18 17 3 27 19 1 17 8 3 19 19 1 8 9 3 19 20 1 9 10 3 20 22"
"Pa2a3 Pd7d5 Pe2e4 Pe7e5 Nb1c3 Bc8f5 Pd2d4 Pe5d4 Ra1a2 Pd4c3 Pb2b3 Bf5e4 Bc1b2 Be4h7 Ng1f3 Bf8a3 Nf3d2 Ba3b2 Ke1d2 Nb8c6 Ph2h3 Bb2a1 Ph3h4 Ke8f8 Pg2g4 Kf8e7 Kd2d1 Kf8e8 Bf1g2 Ke8e7 Kd1c1 Ra8c8 Kd1d2 Ke7f6 Kc1b1 Kf6e5 Kd2c1 Ke5e6 Pg4f5 Ke6d6 Pe3e4 Pd5e4 Pf5f6 Kd6e6 Kc1b1 Kd6c6 Pd4d5 Pc6d5 Pe4d5 Kc6b5 Pf2f3 Kb5a5 Pa2a3 Ka5a4 Pf3e4 Ka4a5 Pb3b4 Ka5b4 Pb4b5 Ka5b4 Pa3a4 Kb4b5 Kb1c2 Kb5b6 Kc2b2 Kb6b5 Kb2a2 Kb5c6 Ka2b2 Kc6d5 Kb2c2 Kd5c4 Kb2h2 Kc4d5 Kh2g1 Kd5e4 Kg1f1 Ke4e5 Kf1g1 Ke5e4","13","path obstruction","Pa2a3 Pd7d5 Pe2e4 Pe7e5 Nb1c3 Bc8f5 Pd2d4 Pe5d4 Ra1a2 Pd4c3 Pb2b3 Bf5e4 Bc1b2 Be4h7","75 6 8 9 6 37 35 6 40 42 6 45 43 5 15 25 4 30 51 6 32 34 6 43 34 3 7 8 6 34 25 6 16 17 4 51 42 4 23 16 4 42 69 5 55 49 4 54 9 5 49 32 4 9 16 1 39 32 5 22 28 6 64 65 4 16 7 6 65 66 1 46 54 6 56 58 1 54 45 1 32 31 1 54 46 4 47 56 1 46 45 1 31 23 3 14 30 1 31 32 1 45 52 1 23 15 1 52 43 1 32 23 1 43 44 6 58 51 1 44 36 6 41 42 6 35 42 6 51 52 1 36 44 1 23 15 1 36 28 6 34 35 6 28 35 6 42 35 1 28 19 6 48 49 1 19 11 6 8 9 1 11 10 6 49 42 1 10 11 6 17 18 1 11 18 6 18 19 1 11 18 6 9 10 1 18 19 1 15 24 1 19 20 1 24 16 1 20 19 1 16 8 1 19 28 1 8 16 1 28 35 1 16 24 1 35 26 1 16 64 1 26 35 1 64 55 1 35 42 1 55 47 1 42 43 1 47 55 1 43 42"
"Pd2 K K K P K K K K Ke1 Ke1 P Ke1 Ke1 Nb1 Ke1 K Pe2e1 Ke1 Q K Be1 Ke1e1 Pe2e3 Ke1e2 Ke1e2 Ke1 K Pg2g3 Ke1e2 Kg3g2 Rh1g1 Bf1e1 Pd7d6 Pc2c3 Ke1e2 Ke1e2 Ke1e2e1 Ke1 Pe7d6 Ke1e2 Ke2e1 Ph2h3 Pf7f5 Ke1f2 Pg7g5 Kg2h2 Pg5g4 Kh2g1 Bf8a3 Kh1e1 Pf5f4 Ph3g2 Pg4g3 Kg2g1 Nb8c6 Kg1f1 Nc6d8 Pc2c3 Ng8f6 Kf2f1 Bc8e6 Qd1e1 Be7c5 Pd2d4 Pc5d4 Pc3d4 Pc7c5 Kf1g2 Bc5d6 Pd4d5 Pe6d5 Kf1e1 Nf6d5 Ke1d2 Bc5b4 Kd2d3 Bb4d6 Kf3f4 Ng8f6d5 Ke1 Nf6e4 Ke1f1 Ne4d2 Ke1d2 Nd5b4 Kd2c2 Nc4e3 Kc2c3 Pd4d3 Kc3d2 Bd6d5","0","syntax","Pd2","75 6 32 1 1 1 6 1 1 1 1 1 39 1 39 6 1 39 1 39 5 15 1 39 1 6 40 39 1 39 2 1 4 39 1 39 39 6 40 41 1 39 40 1 39 40 1 39 1 6 56 57 1 39 40 1 57 56 3 63 55 4 47 39 6 37 36 6 24 25 1 39 40 1 39 40 1 39 40 39 1 39 6 45 36 1 39 40 1 40 39 6 64 65 6 53 51 1 39 48 6 61 59 1 56 64 6 59 58 1 64 55 4 54 9 1 63 39 6 51 50 6 65 56 6 58 57 1 56 55 5 22 28 1 55 47 5 28 38 6 24 25 5 62 52 1 48 47 4 30 44 2 31 39 4 45 27 6 32 34 6 27 34 6 25 34 6 29 27 1 47 56 4 27 36 6 34 35 6 44 35 1 47 39 5 52 35 1 39 32 4 27 18 1 32 33 4 18 36 1 49 50 5 62 52 35 1 39 5 52 42 1 39 47 5 42 32 1 39 32 5 35 18 1 32 24 5 26 41 1 24 25 6 34 33 1 25 32 4 36 35"
"N Pc7 Pa2a3 Nb8a6 Pb2b4 Pb7b6 Bc8b7 Bb7a8 Ng1f3 Pd7d5 Nf3e5 Pe7e6 Pe2e3 Bf8d6 Bf1e2 Qd8e7 Ne5c6 Qe7f6 Qd1h5 Ke8d8 Qh5f7 Qf6h8 Qf7g7 Qh8g7 Pd2d3 Qg7f8 Qg7f8 Kd8c8 Pc2c4 Pd5c4 Pd3c4 Qf8b4 Qf8b4 Qb4b2 Qb4e7 Kc8d8 Qe7f6 Kd8e8 Nb1c3 Ke8d8 Nc6e7 Kd8e7 Ne7d5 Pc7c6 Nd5f6 Pc6d5 Nf6e4 Pc6d5 Ne4g5 Ph7h6 Ng5h7 Ke7d8 Nh7f6 Ph6h5 Rh1g1 Kd8c7 Rg1g6 Ra8h8 Rg6g7 Rh8a8 Ra1b1 Ra8f8 Rg7d7 Rf8a8 Rd7d6 Ra8a2 Rd6d7 Ra2c2 Kc7b6 Rc2c8 Rd7a7 Rc8c2 Ra7a6 Rc2b2 Ra6a2 Kd8e8 Rb3b2 Rb2e2 Rb2d2 Re2d2 Rd2b2","0","syntax","N","75 5 6 29 6 8 9 5 22 12 6 16 18 6 21 20 4 30 21 4 21 14 5 55 49 6 37 35 5 49 43 6 45 44 6 40 41 4 54 36 4 47 40 2 38 45 5 43 28 2 45 52 2 31 67 1 46 38 2 67 53 2 52 70 2 53 61 2 70 61 6 32 33 2 61 54 2 61 54 1 38 30 6 24 26 6 35 26 6 33 26 2 54 18 2 54 18 2 18 16 2 18 45 1 30 38 2 45 52 1 38 46 5 15 25 1 46 38 5 28 45 1 38 45 5 45 35 6 29 28 5 35 52 6 28 35 5 52 42 6 28 35 5 42 59 6 69 68 5 59 69 1 45 38 5 69 52 6 68 67 3 63 55 1 38 29 3 55 60 3 14 70 3 60 61 3 70 14 3 7 15 3 14 54 3 61 37 3 54 14 3 37 36 3 14 8 3 36 37 3 8 24 1 29 20 3 24 30 3 37 13 3 30 24 3 13 12 3 24 16 3 12 8 1 38 46 3 17 16 3 16 40 3 16 32 3 40 32 3 32 16"
"P Ph2 Ph7h6 Pb2b4 Ke8e7 Pe2e3 Ke8e7 Pb4b5 Pa7a5a4b3a4 Ke7e8 Pg2g4 Ph7h6 Ph2h4 Bf8h6 Ph4h5 Ng8f6 Ph5h6 Pg7h6 Ng1f3 Ph6h5 Rh1h8 Ke8e7 Rh8g8 Ke7e8 Rg8h8 Ke8e7 Rh8h5 Ke7d8 Rh5h8 Kd8e7 Ra1a3 Ke7f6 Rf1f6 Kf6e7 Rf6f8 Ke7d8 Rg8h8 Nb8c6 Ph6h7 Nc6b8 Bc1b2 Nb8c6 Nb1a3 Nc6b4 Pc2c3 Nb4d3 Bb2c1 Nd3e1 Rh8h6 Kd8e8 Pc3c4 Ne1c2 Kh7h6 Nc2e3 Kh6h7 Ne3f5 Kh7g7g6f5e7 Kh7g8 Ne7g8 Kg8g7 Ng8f6g4 Ke8 Ng4f6 Nc4e5 Ke8e7 Ne5g6 Nf6g8 Ng6h8f3e5g6 Nh8g6 Pd7d6 Pd2d4 Ke7f6 Pd4c5 Kf6g7 Ng6e5 Kg7h7 Ne5f7 Kh7g8","0","syntax","P","75 6 6 64 6 69 68 6 16 18 1 46 45 6 40 41 1 46 45 6 18 19 6 13 11 10 17 10 1 45 46 6 56 58 6 69 68 6 64 66 4 54 68 6 66 67 5 62 52 6 67 68 6 61 68 5 55 49 6 68 67 3 63 70 1 46 45 3 70 62 1 45 46 3 62 70 1 46 45 3 70 67 1 45 38 3 67 70 1 38 45 3 7 9 1 45 52 3 47 52 1 52 45 3 52 54 1 45 38 3 62 70 5 22 28 6 68 69 5 28 22 4 23 16 5 22 28 5 15 9 5 28 18 6 24 25 5 18 33 4 16 23 5 33 39 3 70 68 1 38 46 6 25 26 5 39 24 1 69 68 5 24 41 1 68 69 5 41 51 1 69 61 60 51 45 1 69 62 5 45 62 1 62 61 5 62 52 58 1 46 5 58 52 5 26 43 1 46 45 5 43 60 5 52 62 5 60 70 49 43 60 5 70 60 6 37 36 6 32 34 1 45 52 6 34 27 1 52 61 5 60 43 1 61 69 5 43 53 1 69 62"
"P Q Q Q Q Q Q Q Q Q Pa2 Q Qd8 Ph7h5 Ph2h3 Nb8c6 Ng1h3 Ng8f6 Nb1c3 Pa7a5 Nc3b1c3b5b4 Nb1c3 Pd7d5 Pg2g3 Pd5d4 Nc3a4 Pd4d3 Bf1g2 Ph7h5 Na4a5 Nf6d5 Nh3g5 Pc7c5 Ng5f7 Ke8f7 Nf7h8 Pe7e6 Pc2c3 Bf8c5 Nh8h7 Pc5c4 Ng5e6 Pa5a4 Pe2e3 Nd5d2 Ke1d2 Nd2f1 Kd2c2 Pb3b2 Kc2d2 Qb2b1 Bc1b2 Qb1a2 Kd2c2 Qa2a1 Qd1d2 Qa1e5 Kc2d1 Qe5e1 Qd2d1 Qe1e2 Kc2b3 Qe2a6 Kb3c2 Qa6a2 Kc2d1 Pb7b5 Kd1c2 Qa2b1 Kc2d2 Bc5e3 Kd2e3 Pb5b4 Kd2e3 Qb1a1 Ke3d2 Qa1a7 Kd2e3 Qa7a4 Ke3e2 Qa4b5 Ke2f3 Qb5b4 Kf3e2 Qb4a5 Ke2d2 Qa5a1","0","syntax","P","75 6 2 2 2 2 2 2 2 2 2 6 8 2 2 38 6 69 67 6 64 65 5 22 28 5 55 65 5 62 52 5 15 25 6 13 11 5 25 15 25 19 18 5 15 25 6 37 35 6 56 57 6 35 34 5 25 10 6 34 33 4 47 56 6 69 67 5 10 11 5 52 35 5 65 59 6 29 27 5 59 53 1 46 53 5 53 70 6 45 44 6 24 25 4 54 27 5 70 69 6 27 26 5 59 44 6 11 10 6 40 41 5 35 32 1 39 32 5 32 47 1 32 24 6 17 16 1 24 32 2 16 15 4 23 16 2 15 8 1 32 24 2 8 7 2 31 32 2 7 43 1 24 31 2 43 39 2 32 31 2 39 40 1 24 17 2 40 12 1 17 24 2 12 8 1 24 31 6 21 19 1 31 24 2 8 15 1 24 32 4 27 41 1 32 41 6 19 18 1 32 41 2 15 7 1 41 32 2 7 13 1 32 41 2 13 10 1 41 40 2 10 19 1 40 49 2 19 18 1 49 40 2 18 11 1 40 32 2 11 7"
"Pb7c8 Pa2a3 Pe7e6 Pa7a6 Bf8e7 Ng1f3 Ng8f6 Pg2g3 Nf6g4 Nh3g3 Be7d6 Pb2b3 Pf7f5 Bf1g2 Pf5f4 Pg3f4 Pg5g4 Nf3d4 Ph7h5 Nd4b5 Pg4g3 Pf2g3 Nb8c6 Ph2g3 Nc6d4 Qd1d3 Nd4e6 Qd3f2 Ne6d4 Pe2e4 Nd4e6 Pe4e5 Ne6f4 Bg2c6 Qd8d7 Bc6a8g2 Pc2 Pe5e6 Pg7g5 Pf4g5 Qd7e7 Bc1b2 Qe7h4 Ke1d1 Qh4h1h6g6c2 Qh1g1 Kd1e2 Qh1h5 Ke2d3 Qh5e8 Kd3c3 Qe8h5 Kc3d4 Qh5h1 Nb1c3 Bc8f5 Pg3g4 Bf5h7 Nc3e4 Pd5e4 Kd4e5 Qh5h1 Bb2d4 Qh1d5 Bd4g7 Qd5h5 Bg7h8 Qh5g8 Bh8d4 Qg8f8 Bd4f2 Qf1e2 Bf2g3 Qf8g8 Bg3h4 Qg8g4 Bh4g3 Pb7b6 Bg3e5","0","pseudolegal","Pb7c8","75 6 21 30 6 8 9 6 45 44 6 13 12 4 54 45 5 55 49 5 62 52 6 56 57 5 52 58 5 65 57 4 45 36 6 16 17 6 53 51 4 47 56 6 51 50 6 57 50 6 59 58 5 49 34 6 69 67 5 34 19 6 58 57 6 48 57 5 22 28 6 64 57 5 28 34 2 31 33 5 34 44 2 33 48 5 44 34 6 40 42 5 34 44 6 42 43 5 44 50 4 56 28 2 38 37 4 28 14 56 6 24 6 43 44 6 61 59 6 50 59 2 37 45 4 23 16 2 45 66 1 39 31 2 66 63 68 60 24 2 63 55 1 31 40 2 63 67 1 40 33 2 67 46 1 33 25 2 46 67 1 25 34 2 67 63 5 15 25 4 30 51 6 57 58 4 51 69 5 25 42 6 35 42 1 34 43 2 67 63 4 16 34 2 63 35 4 34 61 2 35 67 4 61 70 2 67 62 4 70 34 2 62 54 4 34 48 2 47 40 4 48 57 2 54 62 4 57 66 2 62 58 4 66 57 6 21 20 4 57 43"
"Pa2a4 Pd7d6 Pg2g3 Ke8d7d6 Pf7 Ke8e7 Kf7e8 Ke8d7 Pe2e4 Ke8f7 Pd2d4 Ph7h6 Pc2c3 Ke8f7 Ng1f3 Kf7e8 Ke1e2 Ke8f7 Pd4d5 Kf7e6 Pd5e6 Kf7e6 Bc1d2 Ke6d6 Ke8d8 Kd6e6 Pb2b4 Ke6d6 Pf5f6 Kd6e6 Kd8e8 Ke6d6 Bd2e3 Kd6c6 Rh1g1 Pg7g6 Bd2g5 Kc6c5 Rg1g2 Kc5b4 Ra1c1 Kb4c5 Bg5f6 Ng8f6 Rc1c3 Kc5d6 Rc3d3 Kd6e7 Rg1g8 Pa7a6 Bf6f7 Ke7e8 Rg2g5 Ke8f7 Rg5f5 Kf7g8 Rf5f6 Kg8h8 Rg5h5 Kh8g8 Rh3h5 Kg8f8 Rh5e5 Kf8e8 Re5f5 Ke8d8 Rf5f6 Bc8e6 Kd1e2 Be6b3 Pa2b3 Kd8d7 Pb3b4 Bb3d5 Ke2e3 Bd5f7 Re5d5 Kd7d6 Ke3e2 Kd6d5","3","syntax","Pa2a4 Pd7d6 Pg2g3 Ke8d7d6","75 6 8 10 6 37 36 6 56 57 1 46 37 36 6 53 1 46 45 1 53 46 1 46 37 6 40 42 1 46 53 6 32 34 6 69 68 6 24 25 1 46 53 5 55 49 1 53 46 1 39 40 1 46 53 6 34 35 1 53 44 6 35 44 1 53 44 4 23 32 1 44 36 1 46 38 1 36 44 6 16 18 1 44 36 6 51 52 1 36 44 1 38 46 1 44 36 4 32 41 1 36 28 3 63 55 6 61 60 4 32 59 1 28 27 3 55 56 1 27 18 3 7 23 1 18 27 4 59 52 5 62 52 3 23 25 1 27 36 3 25 33 1 36 45 3 55 62 6 13 12 4 52 53 1 45 46 3 56 59 1 46 53 3 59 51 1 53 62 3 51 52 1 62 70 3 59 67 1 70 62 3 65 67 1 62 54 3 67 43 1 54 46 3 43 51 1 46 38 3 51 52 4 30 44 1 31 40 4 44 17 6 8 17 1 38 37 6 17 18 4 17 35 1 40 41 4 35 53 3 43 35 1 37 36 1 41 40 1 36 35"
"Pe2e4 Pd7d5 Pg2g4 Ke8e7 Kc4c5 Ke7e6 Nb1c3 Pf7f5 Bf1h3 Ng8h6 Pd2d3 Pf5f4 Pd3d4 Pf4g3 Bc1h6 Nh6f5 Pd4d5 Ke6f5 Pd5e6 Bc8h3 Rh1h3 Nf5g7 Nc3b5 Pc7c6 Nb5c7 Qd8c7 Nc7a8 Qc7h2 Rh3h2 Qh2g1 Bf1g2 Qg1g2 Na8b6 Pc6c5 Nb6c8 Qg2g5 Pc2c3 Qg5d8 Qd1c2 Nb8c6 Nc8e7 Qg5e7 Ne7c6 Kf5e6 Nc6d8 Rh8d8 Nd8f7 Rd8d1 Ke6h6 Nc6e7 Nf7g5 Pb7b6 Ng5h7 Ne7f5 Nh7g5 Rd1h1 Ng5h7 Rh1a1 Nh7f6 Nf5g7 Nh7f6 Ke6f6 Nf6g8 Kf6g7 Ng8h6 Ng7e6 Nh6g4 Nf5e3 Pf2f3 Ne3g4 Ng4e5 Ne6d4 Nf3e5 Pc5d4 Ne5g4 Nd4f5 Kf6g5 Ng4e3 Ne5g6 Na6c5","3","path obstruction","Pe2e4 Pd7d5 Pg2g4 Ke8e7","75 6 40 42 6 37 35 6 56 58 1 46 45 1 26 27 1 45 44 5 15 25 6 53 51 4 47 65 5 62 68 6 32 33 6 51 50 6 33 34 6 50 57 4 23 68 5 68 51 6 34 35 1 44 51 6 35 44 4 30 65 3 63 65 5 51 61 5 25 19 6 29 28 5 19 29 2 38 29 5 29 14 2 29 64 3 65 64 2 64 55 4 47 56 2 55 56 5 14 20 6 28 27 5 20 30 2 56 59 6 24 25 2 59 38 2 31 24 5 22 28 5 30 45 2 59 45 5 45 28 1 51 44 5 28 38 3 70 38 5 38 53 3 38 31 1 44 68 5 28 45 5 53 59 6 21 20 5 59 69 5 45 51 5 69 59 3 31 63 5 59 69 3 63 7 5 69 52 5 51 61 5 69 52 1 44 52 5 52 62 1 52 61 5 62 68 5 61 44 5 68 58 5 51 41 6 48 49 5 41 58 5 58 43 5 44 34 5 49 43 6 27 34 5 43 58 5 34 51 1 52 59 5 58 41 5 43 60 5 12 27"
"Ph2h3 Pc7c6 Ke1 1-0 Qd8c7c6d6c7 Qc7c6 Nb1a3 Qc6d8 Pe2e4 Pe7e6 Pe4e5 Pd7d5 Qd1e2 Pe6d5 Be2b5 Bc8d7 Bb5c4 Pd5c4 Pd2d3 Pc4d3 Pc2d3 Bf8b4 Pa2a3 Pg7g6 Pg2g4 Bb4a3 Bc1d2 Ng8e7 Ra1a3 Nb8c6 Ra3b3 Nc6d4 Bd2c3 Nd4b3 Bc3b2 Nb3d2 Bb2e5 Nc6e5 Ng1f3 Ne7g6 Rb3e3 Nf6h5 Ke1d1 Nh5g3 Kd1d2 Ng3e2 Bb2e5 Pf7f6 Kd2c3 Pf6e5 Be5g7 Pd5d4 Kd2e2 Pd4d3 Ke2d2 Nd4e6 Kd2e3 Pb7b6 Bg7h8 Ke8f7 Bh8e5 Kf7g8 Pd3d4 Ne6f4 Be5c7 Ra8h8 Bc7d8 Rh8d8 Bd8g5 Rd8d7 Ke3e4 Rd7c7 Ke4e5 Rf8d8 Ke5f6 Rc7g7 Bf6e7 Rg7g4 Kf6g5 Rg4g2","2","syntax","Ph2h3 Pc7c6 Ke1","75 6 64 65 6 29 28 1 39 71 2 38 29 28 36 29 2 29 28 5 15 9 2 28 38 6 40 42 6 45 44 6 42 43 6 37 35 2 31 40 6 44 35 4 40 19 4 30 37 4 19 26 6 35 26 6 32 33 6 26 33 6 24 33 4 54 18 6 8 9 6 61 60 6 56 58 4 18 9 4 23 32 5 62 45 3 7 9 5 22 28 3 9 17 5 28 34 4 32 25 5 34 17 4 25 16 5 17 32 4 16 43 5 28 43 5 55 49 5 45 60 3 17 41 5 52 67 1 39 31 5 67 57 1 31 32 5 57 40 4 16 43 6 53 52 1 32 25 6 52 43 4 43 61 6 35 34 1 32 40 6 34 33 1 40 32 5 34 44 1 32 41 6 21 20 4 61 70 1 46 53 4 70 43 1 53 62 6 33 34 5 44 50 4 43 29 3 14 70 4 29 38 3 70 38 4 38 59 3 38 37 1 41 42 3 37 29 1 42 43 3 54 38 1 43 52 3 29 61 4 52 45 3 61 58 1 52 59 3 58 56"
"Pe2e4 Pb7b6 Pd2d4 Qd8d8 Ng1f3 Qd8h4 Pg2g3 Qh4h5 Bc1e3 Qh5f6 Be3g5 Qf6f2 Ke1d2 Qf2e1 Kd2e3 Pe7e6 Ke3d4 Pf7f6 Kd4c4 Qf2e3 Kc4b3 Qe3d4 Kb3a3 Bf8c5 Ka3a4 Qd4c4 Ka4b3 Pd7d5 Kb3a2 Nb8c6 Pe2e3 Pe6e5 Pe3e4 Pd5e4 Pf3e4 Pf6f5 Pe4f5 Bc8f5 Ka2b2 Bf5c2 Kd1e1 Bc2c4 Ke1f2 Pe5e4 Pg3g4 Bc4e6 Kf2f3 Pe4e3 Kf3g4 Bc5g1 Ph2h4 Pc6c5 Nb1c3 Bg1e3 Kg4f3 Ng8f6 Nc3e2 Nf6h5 Kf3g2 Nh5f4 Kg2f3 Nh5f4 Kf3g4 Nf4e2 Kg4f3 Ne2g3 Kf3g2 Nf4e2 Kg2f3 Ng3f5 Kf3f4 Nf5d4 Ne2d4 Nd4c6 Kf4g5 Nc6d4 Kg5g6 Nd4b5 Nd4b5 Nb5d4","3","path obstruction","Pe2e4 Pb7b6 Pd2d4 Qd8d8","75 6 40 42 6 21 20 6 32 34 2 38 38 5 55 49 2 38 66 6 56 57 2 66 67 4 23 41 2 67 52 4 41 59 2 52 48 1 39 32 2 48 39 1 32 41 6 45 44 1 41 34 6 53 52 1 34 26 2 48 41 1 26 17 2 41 34 1 17 9 4 54 27 1 9 10 2 34 26 1 10 17 6 37 35 1 17 8 5 22 28 6 40 41 6 44 43 6 41 42 6 35 42 6 49 42 6 52 51 6 42 51 4 30 51 1 8 16 4 51 24 1 31 39 4 24 26 1 39 48 6 43 42 6 57 58 4 26 44 1 48 49 6 42 41 1 49 58 4 27 55 6 64 66 6 28 27 5 15 25 4 55 41 1 58 49 5 62 52 5 25 40 5 52 67 1 49 56 5 67 50 1 56 49 5 67 50 1 49 58 5 50 40 1 58 49 5 40 57 1 49 56 5 50 40 1 56 49 5 57 51 1 49 50 5 51 34 5 40 34 5 34 28 1 50 59 5 28 34 1 59 60 5 34 19 5 34 19 5 19 34"
