"Game String","Moves Until Error","Error Type","First Illegal Move","Predicted Tokens"
"Pd2d4 Nb8c6 Pc2c3 Nc6d4 Qd1a4 Pa7a6 Bc1f4 Nd4e6 Bf4e3 Pc7c6 Ng1f3 Pb7b5 Qa4c2 Bc8b7 Be3f4 Ne6f4 Pg2g3 Nf4e6 Ph2h4 Pg7g6 Nb1d2 Bf8h6 Bf1h3 Ne6g7 Pe2e4 Ng7e6 Ke1c1 Ng8f6 Pe4e5 Nf6d5 Pc3c4 Pb5c4 Nd2c4 Nd5c7 Nc4d6 Pe7d6 Pe5d6 Nc7d5 Nf3e5 Pf7f6 Ne5f3 Ke8g8 Pg3g4 Bh6f4 Pg4g5 Pf6f5 Ph4h5 Bf4g5 Nf3g5 Ne6g5 Ph5g6 Ph7g6 Qc2c4 Kg8g7 Qc4c2 Rf8h8 Bh3f5 Pg6f5 Rh1h8 Qd8h8 Qc2f5 Qh8h1 Kc1c2 Qh1e4 Qf5e4 Ng5e4 Rd1d7 Kg7f6 Rd7b7 Ra8a7 Rb7a7 Nd5b4 Kc2c3 Nb4d5 Kc3d4 Nd5b4 Pd6d7 Ne4d6 Ra7a6 Nd6f7","32","pseudolegal","Pd2d4 Nb8c6 Pc2c3 Nc6d4 Qd1a4 Pa7a6 Bc1f4 Nd4e6 Bf4e3 Pc7c6 Ng1f3 Pb7b5 Qa4c2 Bc8b7 Be3f4 Ne6f4 Pg2g3 Nf4e6 Ph2h4 Pg7g6 Nb1d2 Bf8h6 Bf1h3 Ne6g7 Pe2e4 Ng7e6 Ke1c1 Ng8f6 Pe4e5 Nf6d5 Pc3c4 Pb5c4 Nd2c4","75 6 32 34 5 22 28 6 24 25 5 28 34 2 31 10 6 13 12 4 23 50 5 34 44 4 50 41 6 29 28 5 55 49 6 21 19 2 10 24 4 30 21 4 41 50 5 44 50 6 56 57 5 50 44 6 64 66 6 61 60 5 15 32 4 54 68 4 47 65 5 44 61 6 40 42 5 61 44 1 39 23 5 62 52 6 42 43 5 52 35 6 25 26 6 19 26 5 32 26 5 35 29 5 26 36 6 45 36 6 43 36 5 29 35 5 49 43 6 53 52 5 43 49 1 46 62 6 57 58 4 68 50 6 58 59 6 52 51 6 66 67 4 50 59 5 49 59 5 44 59 6 67 60 6 69 60 2 24 26 1 62 61 2 26 24 3 54 70 4 65 51 6 60 51 3 63 70 2 38 70 2 24 51 2 70 63 1 23 24 2 63 42 2 51 42 5 59 42 3 31 37 1 61 52 3 37 21 3 14 13 3 21 13 5 35 18 1 24 25 5 18 35 1 25 34 5 35 18 6 36 37 5 42 36 3 13 12 5 36 53"
"Ng1f3 Ng8h6 Nb1c3 Pd7d6 Pe2e4 Pc7c5 Bf1e2 Nb8c6 Ke1g1 Pg7g6 Pd2d4 Pc5d4 Nf3d4 Bf8g7 Nd4c6 Pb7c6 Bc1h6 Bg7h6 Pf2f4 Ke8g8 Pe4e5 Bc8b7 Pe5d6 Qd8d6 Qd1d6 Pe7d6 Be2g4 Bb7a6 Rf1f2 Ra8e8 Nc3e2 Bh6f4 Ne2f4 Re8e4 Nf4d3 Ba6d3 Pc2d3 Re4g4 Ph2h3 Rg4d4 Ra1f1 Pc6c5 Pb2b3 Pd6d5 Rf2d2 Rd4b4 Rd2c2 Pd5d4 Kg1f2 Kg8g7 Kf2e2 Kg7f6 Ph3h4 Ph7h5 Ke2d2 Pg6g5 Ph4g5 Kf6g5 Kd2e2 Ph5h4 Rf1g1 Ph4h3 Pg2h3 Rf8h8 Ke2f3 Rb4h4 Rg1g4 Kg5f6 Rc2c5 Pd4d3 Kf3g3 Rh4h3 Kg3h3 Rh8g8 Rg4f4 Kf6e7 Rf4e4 Ke7f8 Re4f4 Kf8g7","51","pseudolegal","Ng1f3 Ng8h6 Nb1c3 Pd7d6 Pe2e4 Pc7c5 Bf1e2 Nb8c6 Ke1g1 Pg7g6 Pd2d4 Pc5d4 Nf3d4 Bf8g7 Nd4c6 Pb7c6 Bc1h6 Bg7h6 Pf2f4 Ke8g8 Pe4e5 Bc8b7 Pe5d6 Qd8d6 Qd1d6 Pe7d6 Be2g4 Bb7a6 Rf1f2 Ra8e8 Nc3e2 Bh6f4 Ne2f4 Re8e4 Nf4d3 Ba6d3 Pc2d3 Re4g4 Ph2h3 Rg4d4 Ra1f1 Pc6c5 Pb2b3 Pd6d5 Rf2d2 Rd4b4 Rd2c2 Pd5d4 Kg1f2 Kg8g7 Kf2e2 Kg7f6","75 5 55 49 5 62 68 5 15 25 6 37 36 6 40 42 6 29 27 4 47 40 5 22 28 1 39 55 6 61 60 6 32 34 6 27 34 5 49 34 4 54 61 5 34 28 6 21 28 4 23 68 4 61 68 6 48 50 1 46 62 6 42 43 4 30 21 6 43 36 2 38 36 2 31 36 6 45 36 4 40 58 4 21 12 3 47 48 3 14 46 5 25 40 4 68 50 5 40 50 3 46 42 5 50 33 4 12 33 6 24 33 3 42 58 6 64 65 3 58 34 3 7 47 6 28 27 6 16 17 6 36 35 3 48 32 3 34 18 3 32 24 6 35 34 1 55 48 1 62 61 1 48 40 1 61 52 6 65 66 6 69 67 1 40 32 6 60 59 6 66 59 1 52 59 1 32 40 6 67 66 3 47 55 6 66 65 6 56 65 3 54 70 1 40 49 3 18 66 3 55 58 1 59 52 3 24 27 6 34 33 1 49 57 3 66 65 1 57 65 3 70 62 3 58 50 1 52 45 3 50 42 1 45 54 3 42 50 1 54 61"
"Pd2d4 Pe7e5 Pd4e5 Pd7d6 Pg2g3 Nb8c6 Bf1g2 Nc6e5 Pf2f4 Ne5g4 Qd1d4 Qd8f6 Qd4f6 Ng4f6 Bg2d5 Bc8e6 Bd5b7 Ra8b8 Bb7c6 Be6d7 Bc6d7 Nf6d7 Pc2c4 Bf8e7 Nb1c3 Nd7b6 Pb2b3 Ke8d7 Bc1e3 Nb6c8 Kd7c8 Ng1f3 Nc8b6 Pb3b4 Pg7g6 Rh1d1 Nb6c4 Nf3d4 Nc4e3 Rd1d2 Ne3f5 Nd4f5 Pg6f5 Be7f6 Ng1f3 Rd2d5 Nf3h2 Rd5f5 Rb8b7 Kc1c2 Nh2g4 Bf6h8 Ng4e3 Kc2d3 Rb7b4 Rd1d3 Rb4a4 Rf5f7 Be7d8 Bh8f6 Ne3c4 Rd3e3 Nc4b2 Kd3c2 Ra4a2 Re3e7 Bd8e7 Rf7e7 Nb2c4 Re7c7 Ra2a1 Bf6a1 Nc4d6 Rc7c6 Kc8d7 Kc2b3 Nd6f5 Rc6a6 Nf5d4 Kb3c3","30","pseudolegal","Pd2d4 Pe7e5 Pd4e5 Pd7d6 Pg2g3 Nb8c6 Bf1g2 Nc6e5 Pf2f4 Ne5g4 Qd1d4 Qd8f6 Qd4f6 Ng4f6 Bg2d5 Bc8e6 Bd5b7 Ra8b8 Bb7c6 Be6d7 Bc6d7 Nf6d7 Pc2c4 Bf8e7 Nb1c3 Nd7b6 Pb2b3 Ke8d7 Bc1e3 Nb6c8 Kd7c8","75 6 32 34 6 45 43 6 34 43 6 37 36 6 56 57 5 22 28 4 47 56 5 28 43 6 48 50 5 43 58 2 31 34 2 38 52 2 34 52 5 58 52 4 56 35 4 30 44 4 35 21 3 14 22 4 21 28 4 44 37 4 28 37 5 52 37 6 24 26 4 54 45 5 15 25 5 37 20 6 16 17 1 46 37 4 23 41 5 20 30 1 37 30 5 55 49 5 30 20 6 17 18 6 61 60 3 63 31 5 20 26 5 49 34 5 26 41 3 31 32 5 41 51 5 34 51 6 60 51 4 45 52 5 55 49 3 32 35 5 49 64 3 35 51 3 22 21 1 23 24 5 64 58 4 52 70 5 58 41 1 24 33 3 21 18 3 31 33 3 18 10 3 51 53 4 45 38 4 70 52 5 41 26 3 33 41 5 26 16 1 33 24 3 10 8 3 41 45 4 38 45 3 53 45 5 16 26 3 45 29 3 8 7 4 52 7 5 26 36 3 29 28 1 30 37 1 24 17 5 36 51 3 28 12 5 51 34 1 17 25"
"Pd2d3 Pg7g5 Bc1d2 Pb7b6 Pe2e3 Bc8b7 Pb2b3 Bf8g7 Pc2c3 Ph7h6 Pa2a3 Bb7d5 Pg2g3 Bd5h1 Pf2f3 Bh1g2 Qd1e2 Bg2f1 Qe2f1 Nb8c6 Pd3d4 Pd7d5 Pe3e4 Pd5e4 Pf3e4 Nc6d4 Pc3d4 Qd8d4 Bd2c3 Qd4e4 Ng1e2 Qe4c2 Bc3g7 Qc2b3 Nb1d2 Qb3d5 Nd2f3 Ke8c8 Bg7h8 Rd8h8 Nf3d4 Pf7f6 Qf1g2 Qd5g2 Ke1c1 Qg2h2 Nd4e6 Qh2g3 Ne6d4 Ng8h6 Nd4c6 Rh8e8 Nc6a7 Kc8b7 Na7b5 Kb7c6 Nb5d4 Kc6d5 Rd1d5 Kd5d4 Rd5d4 Kd4c3 Rd4h4 Nh6g4 Ne2c3 Ng4e3 Rh4h6 Ne3d5 Nc3b5 Kc3b3 Rh6g6 Pc7c6 Nb5d4 Kb3a4 Nd4c6 Nd5c3 Nc6b4 Re8c8 Kc1b2 Nc3d1","39","path obstruction","Pd2d3 Pg7g5 Bc1d2 Pb7b6 Pe2e3 Bc8b7 Pb2b3 Bf8g7 Pc2c3 Ph7h6 Pa2a3 Bb7d5 Pg2g3 Bd5h1 Pf2f3 Bh1g2 Qd1e2 Bg2f1 Qe2f1 Nb8c6 Pd3d4 Pd7d5 Pe3e4 Pd5e4 Pf3e4 Nc6d4 Pc3d4 Qd8d4 Bd2c3 Qd4e4 Ng1e2 Qe4c2 Bc3g7 Qc2b3 Nb1d2 Qb3d5 Nd2f3 Ke8c8 Bg7h8 Rd8h8","75 6 32 33 6 61 59 4 23 32 6 21 20 6 40 41 4 30 21 6 16 17 4 54 61 6 24 25 6 69 68 6 8 9 4 21 35 6 56 57 4 35 63 6 48 49 4 63 56 2 31 40 4 56 47 2 40 47 5 22 28 6 33 34 6 37 35 6 41 42 6 35 42 6 49 42 5 28 34 6 25 34 2 38 34 4 32 25 2 34 42 5 55 40 2 42 24 4 25 61 2 24 17 5 15 32 2 17 35 5 32 49 1 46 30 4 61 70 3 38 70 5 49 34 6 53 52 2 47 56 2 35 56 1 39 23 2 56 64 5 34 44 2 64 57 5 44 34 5 62 68 5 34 28 3 70 46 5 28 13 1 30 21 5 13 19 1 21 28 5 19 34 1 28 35 3 31 35 1 35 34 3 35 34 1 34 25 3 34 66 5 68 58 5 40 25 5 58 41 3 66 68 5 41 35 5 25 19 1 25 17 3 68 60 6 29 28 5 19 34 1 17 10 5 34 28 5 35 25 5 28 18 3 46 30 1 23 16 5 25 31"
"Pd2d4 Pe7e5 Pd4e5 Qd8f6 Qe5c5 Bf8c5 Pc2c3 Pd7d6 Nb1d2 Pa7a6 Nd2e4 Qf6f5 Pe2e3 Nb8c6 Bf1d3 Qf5e6 Ph2h3 Ng8f6 Pg2g4 Pd6d5 Ne4c5 Qe6d6 Nc5b3 Pb7b5 Bd3b5 Pa6b5 Nb3d4 Nc6d4 Pc3d4 Bc8a6 Ph3h4 Qd6b4 Ke1f1 Ra8b8 Bc1d2 Qb4c4 Kf1g2 Rb8c8 Ra1c1 Qc4d3 Ng1f3 Nf6e4 Rh1e1 Ba6b7 Kg2g1 Ne4d2 Nf3d2 Qd3d2 Rc1c2 Qd2a5 Re1f1 Qa5b6 Pf2f4 Pb5b4 Pg4g5 Bb7a6 Rc2f2 Ba6f1 Kg1f1 Ke8g8 Rf2c2 Qb6b5 Kf1f2 Rc8a8 Rc2c7 Qb5d3 Rc7c2 Pb4b3 Pa2b3 Ra8a3 Rc2c3 Qd3d1 Kf2g3 Ra3b3 Rc3b3 Qd1e1 Kg3f3 Qe1f1 Kf3g4 Qf1d1","4","pseudolegal","Pd2d4 Pe7e5 Pd4e5 Qd8f6 Qe5c5","75 6 32 34 6 45 43 6 34 43 2 38 52 2 43 27 4 54 27 6 24 25 6 37 36 5 15 32 6 13 12 5 32 42 2 52 51 6 40 41 5 22 28 4 47 33 2 51 44 6 64 65 5 62 52 6 56 58 6 36 35 5 42 27 2 44 36 5 27 17 6 21 19 4 33 19 6 12 19 5 17 34 5 28 34 6 25 34 4 30 12 6 65 66 2 36 18 1 39 47 3 14 22 4 23 32 2 18 26 1 47 56 3 22 30 3 7 23 2 26 33 5 55 49 5 52 42 3 63 39 4 12 21 1 56 55 5 42 32 5 49 32 2 33 32 3 23 24 2 32 11 3 39 47 2 11 20 6 48 50 6 19 18 6 58 59 4 21 12 3 24 48 4 12 47 1 55 47 1 46 62 3 48 24 2 20 19 1 47 48 3 30 14 3 24 29 2 19 33 3 29 24 6 18 17 6 8 17 3 14 9 3 24 25 2 33 31 1 48 57 3 9 17 3 25 17 2 31 39 1 57 49 2 39 47 1 49 58 2 47 31"
"Pe2e3 Pe7e5 Pg2g3 Ng8f6 Pf2f4 Pe5f4 Pg3f4 Pd7d5 Pd2d3 Pc7c5 Pc2c3 Nb8c6 Pd3d4 Pc5c4 Pb2b3 Nf6e4 Pb3c4 Ne4c3 Nb1c3 Bf8b4 Qd1a4 Qd8h4 Ke1d2 Qh4f2 Nc3e2 Nc6d4 Qa4b4 Nd4e2 Bf1e2 Qf2e2 Kd2c3 Qe2g2 Bc1d2 Qg2h1 Qb4b7 Qh1b7 Ra1b1 Qb7b1 Nc3b1 Ke8g8 Nb1a3 Rf8e8 Pe3e4 Re8e4 Bd2b4 Re4c4 Kc3b3 Rc4b4 Na3b5 Rb4b5 Kb3c2 Bc8f5 Kc2d2 Ra8e8 Ng1e2 Re8e2 Kd2d3 Rb5b2 Pa2a4 Rb2b3 Kd3d2 Re2e4 Pa4a5 Re4d4 Kd2c1 Rd4c4 Kc1b2 Rb3b2 Kb2a3 Rb2h2 Pa5a6 Rh2h3 Ka3b2 Rc4f4 Kb2a2 Rf4g4 Ka2b2 Rg4b4 Kb2a2 Rh3a3","24","pseudolegal","Pe2e3 Pe7e5 Pg2g3 Ng8f6 Pf2f4 Pe5f4 Pg3f4 Pd7d5 Pd2d3 Pc7c5 Pc2c3 Nb8c6 Pd3d4 Pc5c4 Pb2b3 Nf6e4 Pb3c4 Ne4c3 Nb1c3 Bf8b4 Qd1a4 Qd8h4 Ke1d2 Qh4f2 Nc3e2","75 6 40 41 6 45 43 6 56 57 5 62 52 6 48 50 6 43 50 6 57 50 6 37 35 6 32 33 6 29 27 6 24 25 5 22 28 6 33 34 6 27 26 6 16 17 5 52 42 6 17 26 5 42 25 5 15 25 4 54 18 2 31 10 2 38 66 1 39 32 2 66 48 5 25 40 5 28 34 2 10 18 5 34 40 4 47 40 2 48 40 1 32 25 2 40 56 4 23 32 2 56 63 2 18 21 2 63 21 3 7 15 2 21 15 5 25 15 1 46 62 5 15 9 3 54 46 6 41 42 3 46 42 4 32 18 3 42 26 1 25 17 3 26 18 5 9 19 3 18 19 1 17 24 4 30 51 1 24 32 3 14 46 5 55 40 3 46 40 1 32 33 3 19 16 6 8 10 3 16 17 1 33 32 3 40 42 6 10 11 3 42 34 1 32 23 3 34 26 1 23 16 3 17 16 1 16 9 3 16 64 6 11 12 3 64 65 1 9 16 3 26 50 1 16 8 3 50 58 1 8 16 3 58 18 1 16 8 3 65 9"
"Pf2f3 Pc7c5 Pd2d3 Pd7d6 Pe2e4 Pe7e5 Ng1e2 Pf7f6 Ne2g3 Nb8c6 Ng3f5 Bc8f5 Pe4f5 Ng8e7 Bf1e2 Pg7g6 Pf5g6 Ne7g6 Pg2g4 Bf8g7 Bc1e3 Ke8g8 Nb1d2 Qd8d7 Nd2c4 Pb7b5 Nc4a3 Pa7a6 Na3b1 Pd6d5 Be3c5 Rf8e8 Ph2h4 Ph7h6 Ph4h5 Ng6f4 Be2f1 Nf4e6 Bc5e3 Pd5d4 Be3d2 Ra8d8 Bf1e2 Nc6e7 Bd2a5 Ne7d5 Ke1d2 Nd5f4 Be2f1 Rd8c8 Ba5d2 Nf4d5 Bd2h6 Bg7h6 Rh1h2 Nd5f4 Bf1e2 Qd7c6 Nb1a3 Qc6c7 Kd2e1 Ne6g5 Be2f1 Nf4e6 Pf3f4 Pe5f4 Na3b1 Bh6g7 Nb1d2 Ne6c5 Rh2f2 Re8e3 Bf1e2 Bg7h6 Ke1f1 Re3e8 Be2f3 Re8e3 Nd2e4 Nc5e4","50","path obstruction","Pf2f3 Pc7c5 Pd2d3 Pd7d6 Pe2e4 Pe7e5 Ng1e2 Pf7f6 Ne2g3 Nb8c6 Ng3f5 Bc8f5 Pe4f5 Ng8e7 Bf1e2 Pg7g6 Pf5g6 Ne7g6 Pg2g4 Bf8g7 Bc1e3 Ke8g8 Nb1d2 Qd8d7 Nd2c4 Pb7b5 Nc4a3 Pa7a6 Na3b1 Pd6d5 Be3c5 Rf8e8 Ph2h4 Ph7h6 Ph4h5 Ng6f4 Be2f1 Nf4e6 Bc5e3 Pd5d4 Be3d2 Ra8d8 Bf1e2 Nc6e7 Bd2a5 Ne7d5 Ke1d2 Nd5f4 Be2f1 Rd8c8 Ba5d2","75 6 48 49 6 29 27 6 32 33 6 37 36 6 40 42 6 45 43 5 55 40 6 53 52 5 40 57 5 22 28 5 57 51 4 30 51 6 42 51 5 62 45 4 47 40 6 61 60 6 51 60 5 45 60 6 56 58 4 54 61 4 23 41 1 46 62 5 15 32 2 38 37 5 32 26 6 21 19 5 26 9 6 13 12 5 9 15 6 36 35 4 41 27 3 54 46 6 64 66 6 69 68 6 66 67 5 60 50 4 40 47 5 50 44 4 27 41 6 35 34 4 41 32 3 14 38 4 47 40 5 28 45 4 32 11 5 45 35 1 39 32 5 35 50 4 40 47 3 38 30 4 11 32 5 50 35 4 32 68 4 61 68 3 63 64 5 35 50 4 47 40 2 37 28 5 15 9 2 28 29 1 32 39 5 44 59 4 40 47 5 50 44 6 49 50 6 43 50 5 9 15 4 68 61 5 15 32 5 44 27 3 64 48 3 46 41 4 47 40 4 61 68 1 39 47 3 41 46 4 40 49 3 46 41 5 32 42 5 27 42"
"Pe2e4 Pf7f5 Pe4f5 Nb8c6 Ph2h3 Nc6d4 Ng1f3 Nd4f5 Bf1c4 Pd7d6 Ke1g1 Pb7b5 Bc4b5 Bc8d7 Pc2c4 Pa7a6 Bb5d7 Qd8d7 Pd2d4 Pc7c5 Pd4d5 Pg7g6 Nf3g5 Nf5d4 Qd1d4 Pc5d4 Bc1f4 Ng8f6 Nb1d2 Bf8g7 Ra1b1 Ke8g8 Pb2b4 Ra8b8 Pb4b5 Pa6b5 Pc4b5 Rb8b5 Rb1b5 Qd7b5 Nd2b3 Ph7h6 Ng5f3 Nf6d5 Bf4h6 Nd5c3 Rf1c1 Nc3a2 Rc1f1 Na2c3 Nf3d4 Qb5d5 Nd4f3 Nc3e2 Kg1h2 Pg6g5 Bh6g7 Kg8g7 Nf3g5 Rf8h8 Kh2g3 Qd5g5 Kg3f3 Ne2d4 Kf3e4 Qg5g2 Ke4d4 Qg2f2 Kd4e4 Qf2e2 Nb3d4 Qe2d3 Ke4f4 Qd3d4 Kf4f3 Qd4d3 Kf3f2 Qd3e2 Kf2g3 Qe2e3","60","pseudolegal","Pe2e4 Pf7f5 Pe4f5 Nb8c6 Ph2h3 Nc6d4 Ng1f3 Nd4f5 Bf1c4 Pd7d6 Ke1g1 Pb7b5 Bc4b5 Bc8d7 Pc2c4 Pa7a6 Bb5d7 Qd8d7 Pd2d4 Pc7c5 Pd4d5 Pg7g6 Nf3g5 Nf5d4 Qd1d4 Pc5d4 Bc1f4 Ng8f6 Nb1d2 Bf8g7 Ra1b1 Ke8g8 Pb2b4 Ra8b8 Pb4b5 Pa6b5 Pc4b5 Rb8b5 Rb1b5 Qd7b5 Nd2b3 Ph7h6 Ng5f3 Nf6d5 Bf4h6 Nd5c3 Rf1c1 Nc3a2 Rc1f1 Na2c3 Nf3d4 Qb5d5 Nd4f3 Nc3e2 Kg1h2 Pg6g5 Bh6g7 Kg8g7 Nf3g5 Rf8h8 Kh2g3","75 6 40 42 6 53 51 6 42 51 5 22 28 6 64 65 5 28 34 5 55 49 5 34 51 4 47 26 6 37 36 1 39 55 6 21 19 4 26 19 4 30 37 6 24 26 6 13 12 4 19 37 2 38 37 6 32 34 6 29 27 6 34 35 6 61 60 5 49 59 5 51 34 2 31 34 6 27 34 4 23 50 5 62 52 5 15 32 4 54 61 3 7 15 1 46 62 6 16 18 3 14 22 6 18 19 6 12 19 6 26 19 3 22 19 3 15 19 2 37 19 5 32 17 6 69 68 5 59 49 5 52 35 4 50 68 5 35 25 3 47 23 5 25 8 3 23 47 5 8 25 5 49 34 2 19 35 5 34 49 5 25 40 1 55 64 6 60 59 4 68 61 1 62 61 5 49 59 3 54 70 1 64 57 2 35 59 1 57 49 5 40 34 1 49 42 2 59 56 1 42 34 2 56 48 1 34 42 2 48 40 5 17 34 2 40 33 1 42 50 2 33 34 1 50 49 2 34 33 1 49 48 2 33 40 1 48 57 2 40 41"
"Pa2a3 Pd7d5 Ra1a2 Pe7e5 Ph2h3 Nb8c6 Pd2d3 Pf7f5 Ra2a1 Ng8f6 Pe2e3 Bf8d6 Bf1e2 Ke8g8 Nb1d2 Pe5e4 Pd3d4 Bc8e6 Pb2b3 Pa7a6 Bc1b2 Qd8e7 Pg2g4 Pf5g4 Be2g4 Be6g4 Ph3g4 Qe7e6 Qd1e2 Nf6g4 Nd2f1 Rf8f3 Nf1d2 Rf3f2 Qe2f2 Ng4f2 Ke1f2 Ra8f8 Kf2e2 Rf8f2 Ke2d1 Rf2f8 Ng1h3 Qe6g4 Kd1c1 Nc6e7 Rh1g1 Qg4e6 Kc1b1 Qe6h3 Rg1f1 Qh3f5 Pa3a4 Qf5g5 Rf1f8 Kg8f8 Ra1f1 Kf8e8 Rf1f2 Ke8d7 Rf2f4 Bd6f4 Pe3f4 Qg5f4 Nd2f1 Qf4f1 Kb1b2 Qf1f2 Kb2a3 Qf2c2 Ka3b4 Qc2b2 Kb4a5 Qb2d4 Bb2d4 Pc7c5 Bd4e5 Ne7c6 Ka5b6 Kd7e6","56","path obstruction","Pa2a3 Pd7d5 Ra1a2 Pe7e5 Ph2h3 Nb8c6 Pd2d3 Pf7f5 Ra2a1 Ng8f6 Pe2e3 Bf8d6 Bf1e2 Ke8g8 Nb1d2 Pe5e4 Pd3d4 Bc8e6 Pb2b3 Pa7a6 Bc1b2 Qd8e7 Pg2g4 Pf5g4 Be2g4 Be6g4 Ph3g4 Qe7e6 Qd1e2 Nf6g4 Nd2f1 Rf8f3 Nf1d2 Rf3f2 Qe2f2 Ng4f2 Ke1f2 Ra8f8 Kf2e2 Rf8f2 Ke2d1 Rf2f8 Ng1h3 Qe6g4 Kd1c1 Nc6e7 Rh1g1 Qg4e6 Kc1b1 Qe6h3 Rg1f1 Qh3f5 Pa3a4 Qf5g5 Rf1f8 Kg8f8 Ra1f1","75 6 8 9 6 37 35 3 7 8 6 45 43 6 64 65 5 22 28 6 32 33 6 53 51 3 8 7 5 62 52 6 40 41 4 54 36 4 47 40 1 46 62 5 15 32 6 43 42 6 33 34 4 30 44 6 16 17 6 13 12 4 23 16 2 38 45 6 56 58 6 51 58 4 40 58 4 44 58 6 65 58 2 45 44 2 31 40 5 52 58 5 32 47 3 54 49 5 47 32 3 49 48 2 40 48 5 58 48 1 39 48 3 14 54 1 48 40 3 54 48 1 40 31 3 48 54 5 55 65 2 44 58 1 31 23 5 28 45 3 63 55 2 58 44 1 23 15 2 44 65 3 55 47 2 65 51 6 9 10 2 51 59 3 47 54 1 62 54 3 7 47 1 54 46 3 47 48 1 46 37 3 48 50 4 36 50 6 41 50 2 59 50 5 32 47 2 50 47 1 15 16 2 47 48 1 16 9 2 48 24 1 9 18 2 24 16 1 18 11 2 16 34 4 16 34 6 29 27 4 34 43 5 45 28 1 11 20 1 37 44"
"Pd2d4 Pd7d5 Ph2h4 Pe7e6 Bc1g5 Ng8f6 Pe2e3 Bf8e7 Pf2f4 Nb8d7 Ng1f3 Nf6e4 Bg5e7 Qd8e7 Pg2g3 Ne4g3 Rh1h3 Ng3e4 Rh3h2 Ph7h6 Bf1d3 Pc7c5 Pc2c3 Ke8g8 Bd3c2 Pc5d4 Pc3d4 Pf7f5 Bc2e4 Pd5e4 Nf3e5 Nd7e5 Pf4e5 Bc8d7 Nb1c3 Qe7b4 Qd1b3 Qb4b3 Pa2b3 Ra8c8 Ra1a7 Rc8c3 Pb2c3 Rf8c8 Ra7b7 Bd7c6 Rb7b6 Bc6d5 Rb6e6 Bd5e6 Rh2f2 Rc8c3 Ke1e2 Be6b3 Rf2f5 Bb3c4 Ke2f2 Rc3c2 Kf2g3 Rc2g2 Kg3f4 Rg2f2 Kf4e4 Rf2f5 Ke4f5 Bc4a2 Kf5e6 Ba2c4 Ke6d6 Bc4b5 Kd6c5 Bb5e8 Kc5d6 Kg8h7 Ph4h5 Kh7h8 Pe3e4 Kh8h7 Pd4d5 Kh7g8","66","pseudolegal","Pd2d4 Pd7d5 Ph2h4 Pe7e6 Bc1g5 Ng8f6 Pe2e3 Bf8e7 Pf2f4 Nb8d7 Ng1f3 Nf6e4 Bg5e7 Qd8e7 Pg2g3 Ne4g3 Rh1h3 Ng3e4 Rh3h2 Ph7h6 Bf1d3 Pc7c5 Pc2c3 Ke8g8 Bd3c2 Pc5d4 Pc3d4 Pf7f5 Bc2e4 Pd5e4 Nf3e5 Nd7e5 Pf4e5 Bc8d7 Nb1c3 Qe7b4 Qd1b3 Qb4b3 Pa2b3 Ra8c8 Ra1a7 Rc8c3 Pb2c3 Rf8c8 Ra7b7 Bd7c6 Rb7b6 Bc6d5 Rb6e6 Bd5e6 Rh2f2 Rc8c3 Ke1e2 Be6b3 Rf2f5 Bb3c4 Ke2f2 Rc3c2 Kf2g3 Rc2g2 Kg3f4 Rg2f2 Kf4e4 Rf2f5 Ke4f5 Bc4a2 Kf5e6","75 6 32 34 6 37 35 6 64 66 6 45 44 4 23 59 5 62 52 6 40 41 4 54 45 6 48 50 5 22 37 5 55 49 5 52 42 4 59 45 2 38 45 6 56 57 5 42 57 3 63 65 5 57 42 3 65 64 6 69 68 4 47 33 6 29 27 6 24 25 1 46 62 4 33 24 6 27 34 6 25 34 6 53 51 4 24 42 6 35 42 5 49 43 5 37 43 6 50 43 4 30 37 5 15 25 2 45 18 2 31 17 2 18 17 6 8 17 3 14 30 3 7 13 3 30 25 6 16 25 3 54 30 3 13 21 4 37 28 3 21 20 4 28 35 3 20 44 4 35 44 3 64 48 3 30 25 1 39 40 4 44 17 3 48 51 4 17 26 1 40 48 3 25 24 1 48 57 3 24 56 1 57 50 3 56 48 1 50 42 3 48 51 1 42 51 4 26 8 1 51 44 4 8 26 1 44 36 4 26 19 1 36 27 4 19 46 1 27 36 1 62 69 6 66 67 1 69 70 6 41 42 1 70 69 6 34 35 1 69 62"
